xml:id	Lemma	Lemma_bereinigt	Wortart	Level	Definition	Konzept	Label	Cosine_Score	Pred_Label
PA00305	ab-heben	abheben	Verb	I2f	einen trinken	Trinken	1	0.9911	1.0000
PA02174	an-säufeln	ansäufeln	Verb	-	sich einen kleinen Rausch antrinken	Trinken	1	0.9611	1.0000
PA02391	an-trudeln	antrudeln	Verb	2	sich betrinken	Trinken	1	0.9814	1.0000
PA03624	aus-dudeln	ausdudeln	Verb	-	saugend austrinken	Trinken	1	0.9733	1.0000
PA03809	aus-läppern	ausläppern	Verb	-	in kleinen Schlucken austrinken	Trinken	1	0.9610	1.0000
PA04089	Ausstich-wein	Ausstichwein	Substantiv	-	edelster Wein	Trinken	1	0.9750	1.0000
PA04127	aus-trinken	austrinken	Verb	-	durch Trinken leer machen	Trinken	1	0.9684	1.0000
PB00523	Bampel-brühe	Bampelbrühe	Substantiv	-	minderwertiger Wein, dünner Kaffee	Trinken	1	0.9571	1.0000
PB01928	be-nebeln	benebeln	Verb	-	sich betrinken	Trinken	1	0.9814	1.0000
PB02138	be-schaskeln, -schassen	beschaskeln, beschassen	Verb	-	sich betrinken	Trinken	1	0.9814	1.0000
PB03368	Bier	Bier	Substantiv	-	Bier	Trinken	1	0.9966	1.0000
PB03715	Birnen-bumpes	Birnenbumpes	Substantiv	-	Wein, den man aus Birnenselbst hergestellt hat	Trinken	1	0.9512	1.0000
PB04761	Bocks-seiche	Bocksseiche	Substantiv	-	schlechtes Bier	Trinken	1	0.9816	1.0000
PB05741	Brauhaus-bier	Brauhausbier	Substantiv	-	Biersorte aus Frankth	Trinken	1	0.9621	1.0000
PB06562	Brühe	Brühe	Substantiv	3a	schlechter Wein	Trinken	1	0.9916	1.0000
PB06831	Bruttel	Bruttel	Substantiv	1d	schlechter Kaffee	Trinken	1	0.9917	1.0000
PB07289	bumpsen, bumsen	bumpsen, bumsen	Verb	3	ein Glas Wein trinken	Trinken	1	0.9741	1.0000
PB07852	Butzen-milch, Butze-milch	Butzenmilch, Butzemilch	Substantiv	-	die erste dicke, unreine Milch der Kuh nach dem Kalben	Trinken	1	0.9452	1.0000
PD02922	Doppel-bier	Doppelbier	Substantiv	-	Starkbier	Trinken	1	0.9910	1.0000
PD04443	Trink-stieben	Trinkstieben	Substantiv	-	heftiger Durst	Trinken	1	0.9723	1.0000
PD04446	Trink-wein	Trinkwein	Substantiv	-	minderer Wein, der als Haustrunk dient	Trinken	1	0.9522	1.0000
PD04713	Drücker	Drücker	Substantiv	1c	ausgepreßter Most	Trinken	1	0.9667	1.0000
PD04846	Druschel-wein	Druschelwein	Substantiv	-	Wein aus Stachelbeeren	Trinken	1	0.9598	1.0000
PD04968	dudeln	dudeln	Verb	2	(Alkohol) trinken	Trinken	1	0.9747	1.0000
PE01778	Erdbeeren-schnaps, Erdbeer-schnaps	Erdbeerenschnaps, Erdbeerschnaps	Substantiv	-	auf Erdbeeren gezogener Likör	Trinken	1	0.9490	1.0000
PE02324	Eulen-seiche	Eulenseiche	Substantiv	-	verächtlich von abgestandenem Bier und anderen Getränken	Trinken	1	0.9485	1.0000
PF01792	ver-lechern	verlechern	Verb	2	sehr durstig sein (vom Menschen)	Trinken	1	0.9418	1.0000
PF02014	ver-pitschen	verpitschen	Verb	1	vertrinken	Trinken	1	0.9907	1.0000
PF02146	ver-saufen	versaufen	Verb	1.1a	vertrinken	Trinken	1	0.9907	1.0000
PF02878	Feuer-wasser	Feuerwasser	Substantiv	x	Schnaps	Trinken	1	0.9913	1.0000
PF04279	voll-trinken	volltrinken	Verb	-	sich betrinken	Trinken	1	0.9814	1.0000
PF05493	Frühjahrs-tee	Frühjahrstee	Substantiv	-	Tee von den im Frühling blühenden Blumen und Kräutern	Trinken	1	0.9491	1.0000
PG00294	Gänsefüßer-wein	Gänsefüßerwein	Substantiv		Wein aus Gänsefüßertrauben hergestellt	Trinken	1	0.9551	1.0000
PG03154	Glas	Glas	Substantiv	3b	Inhalt des Trinkglases	Trinken	1	0.0681	0.0000
PG03401	gluckeln	gluckeln	Verb	-	Schnaps trinken	Trinken	1	0.9823	1.0000
PG03529	Gocko	Gocko	Substantiv	2	Branntwein	Trinken	1	0.9826	1.0000
PG04783	Gullianer	Gullianer	Substantiv	-	minderwertiger Wein	Trinken	1	0.9746	1.0000
PH02174	Heidelbeeren-schnaps, Heidelbeer-schnaps	Heidelbeerenschnaps, Heidelbeerschnaps	Substantiv	-	aus Heidelbeeren gebrannter Schnaps	Trinken	1	0.9562	1.0000
PH04458	Himbeeren-saft, Himbeer-saft	Himbeerensaft, Himbeersaft	Substantiv	1	Saft aus Himbeeren	Trinken	1	0.9595	1.0000
PH04463	Himbeeren-wein, Himbeer-wein	Himbeerenwein, Himbeerwein	Substantiv	-	Wein aus Himbeeren oder Brombeeren	Trinken	1	0.9519	1.0000
PH05402	hinunter-jagen	hinunterjagen	Verb	-	rasch trinken	Trinken	1	0.9926	1.0000
PH06079	Holderbeeren-wein	Holderbeerenwein	Substantiv	-	Wein aus Holunderbeeren	Trinken	1	0.9638	1.0000
PH06176	Holzapfel-brühe	Holzapfelbrühe	Substantiv		saurer Wein	Trinken	1	0.9828	1.0000
PJ00026	Jagd-fäßchen	Jagdfäßchen	Substantiv	-	kleines Fäßchen mit Wein, das man auf die Jagd mitnimmt	Trinken	1	0.0681	0.0000
PJ00111	Jakob-setz-dich	Jakobsetzdich	Substantiv	-	schlechter Wein	Trinken	1	0.9916	1.0000
PJ00356	Johannistrauben-wein	Johannistraubenwein	Substantiv	-	Johannisbeerwein	Trinken	1	0.9747	1.0000
PK01068	Kathreiner-brühe	Kathreinerbrühe	Substantiv	-	schlechter Kaffee	Trinken	1	0.9917	1.0000
PK03840	Kommunist	Kommunist	Substantiv	2	Haustrunk	Trinken	1	0.9813	1.0000
PL00160	Lage	Lage	Substantiv	2b	eine Runde Bier, Wein usw.	Trinken	1	0.9859	1.0000
PL00518	läppeln	läppeln	Verb	1b	einen trinken	Trinken	1	0.9911	1.0000
PL00518	läppeln	läppeln	Verb	1a	in kleinen Schlucken trinken, nippen	Trinken	1	0.9562	1.0000
PL00532	lappern	lappern	Verb	2	in wiederholten kleinen Zügen (langsam) Flüssigkeit zu sich nehmen, nippen	Trinken	1	0.9348	1.0000
PL02060	Lo-bier	Lobier	Substantiv	-	Freibier	Trinken	1	0.9911	1.0000
PM00171	Mager-milch	Magermilch	Substantiv	-	entrahmte Milch	Trinken	1	0.9673	1.0000
PN00118	Nach-lauf	Nachlauf	Substantiv	2	Schnaps, der beim Brennen zuletzt herausläuft	Trinken	1	0.9496	1.0000
PN00295	nach-trinken	nachtrinken	Verb	-	(nach einem anderen) aus demselben Gefäß trinken	Trinken	1	0.9496	1.0000
PN00899	Nerven-schwächer	Nervenschwächer	Substantiv	-	sehr starker Wein	Trinken	1	0.9823	1.0000
PO00541	Oktober-tee	Oktobertee	Substantiv	-	Wein	Trinken	1	0.9971	1.0000
PR00059	Rackel-gackel	Rackelgackel	Substantiv	-	schlechter, gepanschter Wein	Trinken	1	0.9630	1.0000
PR00253	Rampaß	Rampaß	Substantiv	1.1	saurer Wein, Tresterwein	Trinken	1	0.9604	1.0000
PR00263	Rampfer	Rampfer	Substantiv	-	saurer Wein	Trinken	1	0.9828	1.0000
PR00480	Rassi-bulli	Rassibulli	Substantiv	-	schlechter, saurer Wein; Haustrunk	Trinken	1	0.9548	1.0000
PR01532	Rhabarber-wein	Rhabarberwein	Substantiv	-	Wein aus Rhabarber	Trinken	1	0.9624	1.0000
PR01901	Risser	Risser	Substantiv	2e	neuer, noch gärender Wein mit prickelndem Geschmack	Trinken	1	0.9465	1.0000
PR02699	Rülps-wasser	Rülpswasser	Substantiv	-	Sprudelwasser	Trinken	1	0.9603	1.0000
PS00125	Säcker-wein	Säckerwein	Substantiv	-	aus Trestern gewonnener Wein, Haustrunk	Trinken	1	0.9523	1.0000
PS00946	Sauf-zeug	Saufzeug	Substantiv	-	Getränke	Trinken	1	0.9963	1.0000
PS01637	Schamas	Schamas	Substantiv	2b	schlechter Wein	Trinken	1	0.9916	1.0000
PS01660	Schampanjer Champagner, Schampanjer	Schampanjer Champagner, Schampanjer	Substantiv	1	Schaumwein	Trinken	1	0.9908	1.0000
PS02621	Schlabber-milch	Schlabbermilch	Substantiv	-	geronnene Milch	Trinken	1	0.9737	1.0000
PS04315	schnärren	schnärren	Verb	10	einen (Wein, Schnaps) trinken	Trinken	1	0.9560	1.0000
PS04715	Schnitt-wein	Schnittwein	Substantiv	-	Wein aus der letzten Mostpressung	Trinken	1	0.9592	1.0000
PS05855	Schüssel-milch	Schüsselmilch	Substantiv	-	Milch, die in einer flachen Schüssel entrahmt wurde	Trinken	1	0.9474	1.0000
PS07106	Sekt	Sekt	Substantiv	-	Schaumwein	Trinken	1	0.9908	1.0000
PS08119	Soruf	Soruf	Substantiv	-	Schnaps	Trinken	1	0.9913	1.0000
PS09424	Spritzer	Spritzer	Substantiv	x1b	mit Sodawasser gemischter Wein	Trinken	1	0.9595	1.0000
PU00207	über-sehen	übersehen	Verb	3	sich einen Rausch antrinken	Trinken	1	0.9666	1.0000
PW01776	Wein-puff	Weinpuff	Substantiv	-	Haustrunk	Trinken	1	0.9813	1.0000
PW01819	Wein-trub	Weintrub	Substantiv	-	der durch die Hefe getrübte letzte Wein im Faß	Trinken	1	0.9410	1.0000
PW02221	Wermut	Wermut	Substantiv	2	mit Wermut 1b hergestelltes bitteres alkoholisches Getränk	Trinken	1	0.9466	1.0000
PZ01410	zu-richten	zurichten	Verb	2c	betrinken	Trinken	1	0.9916	1.0000
PZ01775	zu-trinken	zutrinken	Verb	-	mit erhobenem Glas grüßen, zuprosten, zum Trinken  auffordern	Trinken	1	0.0942	0.0000
LD00927	Dronk	Dronk	Substantiv	1.	Trunk	Trinken	1	0.9896	1.0000
LD00368	Dick-milch	Dickmilch	Substantiv		sauer Milch	Trinken	1	0.9904	1.0000
LB00755	Bier II	Bier	Substantiv		Bier	Trinken	1	0.9966	1.0000
LD01008	Drusenbrantwin	Drusenbrantwin	Substantiv		fast allg. Branntwein aus Weinhefe gewonnen	Trinken	1	0.9662	1.0000
LM00470	Mirabell	Mirabell	Substantiv	2.	Mirabellenbranntwein	Trinken	1	0.9686	1.0000
LS00787	Schlupp I	Schlupp	Substantiv	2.	Gläschen Schnaps	Trinken	1	0.9680	1.0000
LS01029	Schnorres	Schnorres	Substantiv	2.	Gläschen Schnaps	Trinken	1	0.9680	1.0000
LA00352	Äbbel-win	Äbbelwin	Substantiv		Apfelwein	Trinken	1	0.9916	1.0000
LD00701	dranken	dranken	Verb		trinken	Trinken	1	0.9955	1.0000
LG00583	Ge-scheppels	Gescheppels	Substantiv		übermäßiges od. gewohnheitsmäßiges Trinken von Schoppen Bier od. Wein	Trinken	1	0.9438	1.0000
LL00196	lebbern	lebbern	Verb		nippen' schlürfen	Trinken	1	0.9605	1.0000
LD01185	tuten II	tuten	Verb		tüchtig trinken	Trinken	1	0.9826	1.0000
EP03894	Brand	Brand	Substantiv	8.	Durst	Trinken	1	0.9909	1.0000
ET01331	Durst	Durst	Substantiv		Durst	Trinken	1	0.9909	1.0000
ES02514	Schlabberte, Schlabbete	Schlabberte, Schlabbete	Substantiv	2.	überh. schlechtes Getränke, kraftlose Brühe	Trinken	1	0.9362	1.0000
EP03335	Plappri, Plappkli	Plappri, Plappkli	Substantiv	2.	schwaches Getränk, insb. von Wein und Kaffee gesagt	Trinken	1	0.9615	1.0000
EK02032	Krëbser 	Krëbser	Substantiv	1.	Schnaps	Trinken	1	0.9913	1.0000
EL01546	Lüterung	Lüterung	Substantiv	1.	Vorbranntwein	Trinken	1	0.9747	1.0000
EW01189	Wichtwasser, Gewichtwasser, Wihwasser	Wichtwasser, Gewichtwasser, Wihwasser	Substantiv	2.	Schnaps	Trinken	1	0.9913	1.0000
EP02606	Rachenbutzer	Rachenbutzer	Substantiv	1.	saurer Wein, der vermöge seiner Weinsteinsäure den Schleim im Rachen gerinnen macht und ablöst	Trinken	1	0.9325	1.0000
EP03711	Bankerottbrüej	Bankerottbrüej	Substantiv		schlechter Wein	Trinken	1	0.9916	1.0000
EP03727	Schnitzbrüej	Schnitzbrüej	Substantiv		schlechter Wein	Trinken	1	0.9916	1.0000
EW00686	Ehrwein	Ehrwein	Substantiv		Ehrenwein	Trinken	1	0.9914	1.0000
EG01330	glucklen	glucklen	Verb	2.	trinken	Trinken	1	0.9955	1.0000
EP02088	busen	busen	Verb	2.	trinken, den Durst löschen	Trinken	1	0.9620	1.0000
ES02175	schuren II	schuren	Verb	2.	nach einer Hochzeit bei den Eingeladenen von Haus zu Haus gehen und zechen: die Männer trinken Wein, die Frauen Kaffee Andolsh. u. Umg	Trinken	1	0.9074	1.0000
EL01063	läpperen	läpperen	Verb	1.	schlürfen, schlappern (von Hunden); langsam und behaglich, langsam trinken	Trinken	1	0.9372	1.0000
EL01062	läppelen	läppelen	Verb	1.	trinken mit dem Nebengedanken des Behaglichen, Langsamen	Trinken	1	0.9448	1.0000
PA03408	Auf-träger	Aufträger	Substantiv	-	Hilfskräfte, die bei großen Veranstaltungen den Gästen den Wein bringen	Trinken	0	0.0055	0.0000
PA04122	Austrag-mädchen	Austragmädchen	Substantiv	-	das Mädchen, das das eingeschenkte Bier austrägt	Trinken	0	0.0158	0.0000
PB01417	Bause, Pause, Bausen, Pausen	Bause, Pause, Bausen, Pausen	Substantiv	4	Alkoholrausch	Trinken	0	-0.0021	0.0000
PB03381	Bier-filz	Bierfilz	Substantiv	-	Unterlage für das Bierglas im Wirtshaus	Trinken	0	-0.0073	0.0000
PB03399	Bier-keller	Bierkeller	Substantiv	-	Bierkeller	Trinken	0	0.0212	0.0000
PB03411	Bier-reise	Bierreise	Substantiv	-	durch mehrere Wirtshäuser ziehen	Trinken	0	-0.0089	0.0000
PB06435	Brot-turmel	Brotturmel	Substantiv	1b	Trunkenheit	Trinken	0	0.0319	0.0000
PB07518	Bürsten-wirt	Bürstenwirt	Substantiv	-	"Inhaber der Gastwirtschaft ""Zur Bürste"""	Trinken	0	-0.0157	0.0000
PD00582	Dampes	Dampes	Substantiv	1	Rausch	Trinken	0	-0.0066	0.0000
PD03115	Dorn, Dornen	Dorn, Dornen	Substantiv	1.2e	Rausch	Trinken	0	-0.0066	0.0000
PD04166	Drei-läufer	Dreiläufer	Substantiv	2	kleiner Rausch, Dreiviertelrausch	Trinken	0	-0.0159	0.0000
PD04807	Trunken-bold	Trunkenbold	Substantiv	-	Trunkenbold	Trinken	0	0.0175	0.0000
PF00099	Fahne, Fahnen	Fahne, Fahnen	Substantiv	6	Atemgeruch nach Alkoholgenuß	Trinken	0	0.0157	0.0000
PF00862	felbeln	felbeln	Verb	-	von einem Wirtshaus ins andere gehen	Trinken	0	-0.0090	0.0000
PF00953	Feldwebels-borte	Feldwebelsborte	Substantiv	-	hohe Schaumkrone auf dem Bier	Trinken	0	0.0100	0.0000
PF01986	ver-passen	verpassen	Verb	1b'b	vom Rausch	Trinken	0	0.0181	0.0000
PF02228	ver-schmachten	verschmachten	Verb	-	verschmachten	Trinken	0	0.0136	0.0000
PF03608	Flasche, Fläsche	Flasche, Fläsche	Substantiv	1a	Flasche, Fläsche	Trinken	0	0.0175	0.0000
PF04005	Flöte	Flöte	Substantiv	2a	schmales Bierglas, 0, 4 l fassend	Trinken	0	0.0127	0.0000
PF05513	Früh-schoppen	Frühschoppen	Substantiv	-	Frühschoppen	Trinken	0	0.9819	1.0000
PG01038	Ge-fälle	Gefälle	Substantiv	1b	vom Trinker	Trinken	0	0.0156	0.0000
PG02844	Gewohnheits-säufer, -süffer	Gewohnheitssäufer, Gewohnheitssüffer	Substantiv	-	notorischer Trinker	Trinken	0	-0.0033	0.0000
PH05880	hocken-haben	hockenhaben	Verb	-	betrunken sein	Trinken	0	-0.0113	0.0000
PH05915	Hof	Hof	Substantiv	3	Name von Gaststätten	Trinken	0	-0.0032	0.0000
PH06443	Hopfen-bitter	Hopfenbitter	Substantiv	-	die aus Hopfen gewonnene Bierwürze	Trinken	0	0.0182	0.0000
PK02881	Kloster-hof	Klosterhof	Substantiv	2	Name einer Gastwirtschaft in FR-Hertlhs	Trinken	0	-0.0047	0.0000
PK05124	Kronen-wirt, Kronich-	Kronenwirt, Kronichwirt	Substantiv	-	"Wirt eines Gasthauses ""Zur Krone"""	Trinken	0	-0.0084	0.0000
PK05667	Kuh-schlurpser, Küh-	Kuhschlurpser, Kühschlurpser	Substantiv	-	sehr großer Schluck	Trinken	0	0.0181	0.0000
PL02355	Löwe	Löwe	Substantiv	3a	Name von Gasthäusern	Trinken	0	-0.0112	0.0000
PL02577	Lumpes	Lumpes	Substantiv	1c	Säufer, Trunkenbold	Trinken	0	0.0066	0.0000
PO00042	Ober	Ober	Substantiv	1	Oberkellner, Kellner	Trinken	0	-0.0016	0.0000
PO00320	Ochsen-wirt	Ochsenwirt	Substantiv	-	Wirt einer Gastwirtschaft Zum Ochsen	Trinken	0	-0.0195	0.0000
PR00719	Rausch	Rausch	Substantiv	1	durch den Genuß von zuviel Alkohol eintretende Bewußtseinsverwirrung	Trinken	0	0.0058	0.0000
PR00728	rauschig	rauschig	Adjektiv	2	betrunken	Trinken	0	0.0040	0.0000
PR01570	Ribo	Ribo	Substantiv	-	Zechtour	Trinken	0	0.0355	0.0000
PS00906	Säufer	Säufer	Substantiv	-	Trinker, Alkoholiker	Trinken	0	0.0085	0.0000
