xml:id	Lemma	Lemma_bereinigt	Wortart	Level	Definition	Konzept	Label	Cosine_Score	Pred_Label
PA00305	ab-heben	abheben	Verb	I2f	einen trinken	Trinken	1	0.9920	1.0000
PA02174	an-säufeln	ansäufeln	Verb	-	sich einen kleinen Rausch antrinken	Trinken	1	0.9568	1.0000
PA02391	an-trudeln	antrudeln	Verb	2	sich betrinken	Trinken	1	0.9791	1.0000
PA03624	aus-dudeln	ausdudeln	Verb	-	saugend austrinken	Trinken	1	0.9702	1.0000
PA03809	aus-läppern	ausläppern	Verb	-	in kleinen Schlucken austrinken	Trinken	1	0.9581	1.0000
PA04089	Ausstich-wein	Ausstichwein	Substantiv	-	edelster Wein	Trinken	1	0.9962	1.0000
PA04127	aus-trinken	austrinken	Verb	-	durch Trinken leer machen	Trinken	1	0.2637	0.0000
PB00523	Bampel-brühe	Bampelbrühe	Substantiv	-	minderwertiger Wein, dünner Kaffee	Trinken	1	0.9805	1.0000
PB01928	be-nebeln	benebeln	Verb	-	sich betrinken	Trinken	1	0.9791	1.0000
PB02138	be-schaskeln, -schassen	beschaskeln, beschassen	Verb	-	sich betrinken	Trinken	1	0.9791	1.0000
PB03368	Bier	Bier	Substantiv	-	Bier	Trinken	1	0.9964	1.0000
PB03715	Birnen-bumpes	Birnenbumpes	Substantiv	-	Wein, den man aus Birnenselbst hergestellt hat	Trinken	1	0.9488	1.0000
PB04761	Bocks-seiche	Bocksseiche	Substantiv	-	schlechtes Bier	Trinken	1	0.9812	1.0000
PB05741	Brauhaus-bier	Brauhausbier	Substantiv	-	Biersorte aus Frankth	Trinken	1	0.9566	1.0000
PB06562	Brühe	Brühe	Substantiv	3a	schlechter Wein	Trinken	1	0.9917	1.0000
PB06831	Bruttel	Bruttel	Substantiv	1d	schlechter Kaffee	Trinken	1	0.9915	1.0000
PB07289	bumpsen, bumsen	bumpsen, bumsen	Verb	3	ein Glas Wein trinken	Trinken	1	0.9736	1.0000
PB07852	Butzen-milch, Butze-milch	Butzenmilch, Butzemilch	Substantiv	-	die erste dicke, unreine Milch der Kuh nach dem Kalben	Trinken	1	0.9586	1.0000
PD02922	Doppel-bier	Doppelbier	Substantiv	-	Starkbier	Trinken	1	0.9861	1.0000
PD04443	Trink-stieben	Trinkstieben	Substantiv	-	heftiger Durst	Trinken	1	0.9692	1.0000
PD04446	Trink-wein	Trinkwein	Substantiv	-	minderer Wein, der als Haustrunk dient	Trinken	1	0.9704	1.0000
PD04713	Drücker	Drücker	Substantiv	1c	ausgepreßter Most	Trinken	1	0.9931	1.0000
PD04846	Druschel-wein	Druschelwein	Substantiv	-	Wein aus Stachelbeeren	Trinken	1	0.9916	1.0000
PD04968	dudeln	dudeln	Verb	2	(Alkohol) trinken	Trinken	1	0.9726	1.0000
PE01778	Erdbeeren-schnaps, Erdbeer-schnaps	Erdbeerenschnaps, Erdbeerschnaps	Substantiv	-	auf Erdbeeren gezogener Likör	Trinken	1	0.9776	1.0000
PE02324	Eulen-seiche	Eulenseiche	Substantiv	-	verächtlich von abgestandenem Bier und anderen Getränken	Trinken	1	0.1974	0.0000
PF01792	ver-lechern	verlechern	Verb	2	sehr durstig sein (vom Menschen)	Trinken	1	0.9411	1.0000
PF02014	ver-pitschen	verpitschen	Verb	1	vertrinken	Trinken	1	0.9873	1.0000
PF02146	ver-saufen	versaufen	Verb	1.1a	vertrinken	Trinken	1	0.9873	1.0000
PF02878	Feuer-wasser	Feuerwasser	Substantiv	x	Schnaps	Trinken	1	0.9900	1.0000
PF04279	voll-trinken	volltrinken	Verb	-	sich betrinken	Trinken	1	0.9791	1.0000
PF05493	Frühjahrs-tee	Frühjahrstee	Substantiv	-	Tee von den im Frühling blühenden Blumen und Kräutern	Trinken	1	0.9825	1.0000
PG00294	Gänsefüßer-wein	Gänsefüßerwein	Substantiv		Wein aus Gänsefüßertrauben hergestellt	Trinken	1	0.9447	1.0000
PG03154	Glas	Glas	Substantiv	3b	Inhalt des Trinkglases	Trinken	1	0.0256	0.0000
PG03401	gluckeln	gluckeln	Verb	-	Schnaps trinken	Trinken	1	0.9818	1.0000
PG03529	Gocko	Gocko	Substantiv	2	Branntwein	Trinken	1	0.9816	1.0000
PG04783	Gullianer	Gullianer	Substantiv	-	minderwertiger Wein	Trinken	1	0.9960	1.0000
PH02174	Heidelbeeren-schnaps, Heidelbeer-schnaps	Heidelbeerenschnaps, Heidelbeerschnaps	Substantiv	-	aus Heidelbeeren gebrannter Schnaps	Trinken	1	0.9790	1.0000
PH04458	Himbeeren-saft, Himbeer-saft	Himbeerensaft, Himbeersaft	Substantiv	1	Saft aus Himbeeren	Trinken	1	0.9890	1.0000
