xml:id	Lemma	Lemma_bereinigt	Wortart	Level	Definition	Konzept	Label	Cosine_Score	Pred_Label
PA00155	Abend-schoppen	Abendschoppen	Substantiv	-	Abendschoppen	Trinken	1	0.0317	0.0000
PA00579	ab-saufen	absaufen	Verb	1a	oben heruntersaufen	Trinken	1	0.1944	0.0000
PA00825	ab-trinken	abtrinken	Verb	1	von oben wegtrinken	Trinken	1	0.9487	1.0000
PA02392	An-trunk	Antrunk	Substantiv		erster Trunk	Trinken	1	0.9697	1.0000
PA02561	Apfel-, Äpfel-wein	Apfelwein, Äpfelwein	Substantiv	-	Apfelwein, Äpfelwein	Trinken	1	0.9471	1.0000
PA02886	Ast-heimer	Astheimer	Substantiv	-	Birnwein	Trinken	1	0.9681	1.0000
PA03730	aus-gluckern	ausgluckern	Verb	-	austrinken	Trinken	1	0.9883	1.0000
PB00373	Bajaß-seiche	Bajaßseiche	Substantiv	-	schlechter Kaffee	Trinken	1	0.9884	1.0000
PB00620	Bankerottsmacher-brühe, Bankerottmacher-brühe	Bankerottsmacherbrühe, Bankerottmacherbrühe	Substantiv	-	dünner, schlechter Kaffee	Trinken	1	0.9596	1.0000
PB00757	Pappel-wasser	Pappelwasser	Substantiv	2	geringwertiger Wein	Trinken	1	0.9640	1.0000
PB02576	be-zechen	bezechen	Verb	-	sich betrinken	Trinken	1	0.9752	1.0000
PB02740	Pfefferminz-tee	Pfefferminztee	Substantiv	-	Pfefferminztee	Trinken	1	0.9018	1.0000
PB02741	Pfefferminz-wasser	Pfefferminzwasser	Substantiv	-	Getränk aus Pfefferminzessenz und Wasser	Trinken	1	0.9453	1.0000
PB03415	Bier-schlorum	Bierschlorum	Substantiv	-	schlechtes Bier	Trinken	1	0.9761	1.0000
PB03729	Birnen-most	Birnenmost	Substantiv	-	Birnensaft	Trinken	1	0.9679	1.0000
PB03948	plämpern	plämpern	Verb	-	oft trinken	Trinken	1	0.9890	1.0000
PB04279	Bleff	Bleff	Substantiv	-	Haustrunk	Trinken	1	0.9583	1.0000
PB04647	Blut-wein	Blutwein	Substantiv	-	Rotwein	Trinken	1	0.9846	1.0000
PD00646	tanken	tanken	Verb	2	trinken (vom Alkohol)	Trinken	1	0.9601	1.0000
PD00873	daran-schütten	daranschütten	Verb	2	einen Schoppen trinken	Trinken	1	0.9652	1.0000
PD04295	Trester-schnaps	Tresterschnaps	Substantiv	-	aus Weintrestern gebrannter Schnaps	Trinken	1	0.9360	1.0000
PD04296	Trester-wasser	Tresterwasser	Substantiv	-	aus TraubenrückständenZucker und Wasser hergestellter Wein	Trinken	1	0.9302	1.0000
PD04431	Trink	Trink	Substantiv		Trunk	Trinken	1	0.9827	1.0000
PD04809	Trunk-wein	Trunkwein	Substantiv	x	minderer Wein, der als Haustrunk dient	Trinken	1	0.9379	1.0000
PE00745	ein-nehmen	einnehmen	Verb	2b	Alkohol trinken	Trinken	1	0.9906	1.0000
PE01015	ein-wickeln	einwickeln	Verb	2c	einen über den Durst trinken	Trinken	1	0.9541	1.0000
PE01998	Ern-wein	Ernwein	Substantiv	-	Wein, der den Erntearbeitern zum Erntefest gereicht wird	Trinken	1	0.9299	1.0000
PF01484	ver-haften	verhaften	Verb	2b	austrinken	Trinken	1	0.9883	1.0000
PF02140	ver-salzen	versalzen	Verb	x3	sich betrinken	Trinken	1	0.9752	1.0000
PF02165	ver-schaskenen	verschaskenen	Verb	-	mit Trinken vergeuden	Trinken	1	0.2056	0.0000
PF02311	ver-schwinden	verschwinden	Verb	3a	einen trinken	Trinken	1	0.9895	1.0000
PF02320	ver-seibeln	verseibeln	Verb	2	sich betrinken	Trinken	1	0.9752	1.0000
PF03618	Flaschen-milch	Flaschenmilch	Substantiv	-	in Flaschen an den Verbraucher gelieferte Milch	Trinken	1	0.9247	1.0000
PF03625	Flaschen-wein	Flaschenwein	Substantiv	-	Flaschenwein	Trinken	1	0.9843	1.0000
